"Code","Name","Continent","Region","SurfaceArea","IndepYear","Population","LifeExpectancy","GNP","GNPOld","LocalName","GovernmentForm","HeadOfState","Capital","Code2","ID","Name","CountryCode","District","Population"
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1106,"New Bombay","IND","Maharashtra",307297
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1107,"Bhatpara","IND","West Bengali",304952
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1108,"Gulbarga","IND","Karnataka",304099
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1109,"New Delhi","IND","Delhi",301297
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1110,"Jhansi","IND","Uttar Pradesh",300850
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1111,"Gaya","IND","Bihar",291675
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1112,"Kakinada","IND","Andhra Pradesh",279980
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1113,"Dhule (Dhulia)","IND","Maharashtra",278317
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1114,"Panihati","IND","West Bengali",275990
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1115,"Nanded (Nander)","IND","Maharashtra",275083
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1116,"Mangalore","IND","Karnataka",273304
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1117,"Dehra Dun","IND","Uttaranchal",270159
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1118,"Kamarhati","IND","West Bengali",266889
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1119,"Davangere","IND","Karnataka",266082
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1120,"Asansol","IND","West Bengali",262188
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1121,"Bhagalpur","IND","Bihar",253225
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1122,"Bellary","IND","Karnataka",245391
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1123,"Barddhaman (Burdwan)","IND","West Bengali",245079
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1124,"Rampur","IND","Uttar Pradesh",243742
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1125,"Jalgaon","IND","Maharashtra",242193
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1126,"Muzaffarpur","IND","Bihar",241107
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1127,"Nizamabad","IND","Andhra Pradesh",241034
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1128,"Muzaffarnagar","IND","Uttar Pradesh",240609
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1129,"Patiala","IND","Punjab",238368
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1130,"Shahjahanpur","IND","Uttar Pradesh",237713
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1131,"Kurnool","IND","Andhra Pradesh",236800
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1132,"Tiruppur (Tirupper)","IND","Tamil Nadu",235661
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1133,"Rohtak","IND","Haryana",233400
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1134,"South Dum Dum","IND","West Bengali",232811
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1135,"Mathura","IND","Uttar Pradesh",226691
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1136,"Chandrapur","IND","Maharashtra",226105
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1137,"Barahanagar (Baranagar)","IND","West Bengali",224821
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1138,"Darbhanga","IND","Bihar",218391
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1139,"Siliguri (Shiliguri)","IND","West Bengali",216950
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1140,"Raurkela","IND","Orissa",215489
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1141,"Ambattur","IND","Tamil Nadu",215424
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1142,"Panipat","IND","Haryana",215218
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1143,"Firozabad","IND","Uttar Pradesh",215128
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1144,"Ichalkaranji","IND","Maharashtra",214950
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1145,"Jammu","IND","Jammu and Kashmir",214737
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1146,"Ramagundam","IND","Andhra Pradesh",214384
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1147,"Eluru","IND","Andhra Pradesh",212866
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1148,"Brahmapur","IND","Orissa",210418
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1149,"Alwar","IND","Rajasthan",205086
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1150,"Pondicherry","IND","Pondicherry",203065
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1151,"Thanjavur","IND","Tamil Nadu",202013
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1152,"Bihar Sharif","IND","Bihar",201323
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1153,"Tuticorin","IND","Tamil Nadu",199854
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1154,"Imphal","IND","Manipur",198535
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1155,"Latur","IND","Maharashtra",197408
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1156,"Sagar","IND","Madhya Pradesh",195346
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1157,"Farrukhabad-cum-Fatehgarh","IND","Uttar Pradesh",194567
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1158,"Sangli","IND","Maharashtra",193197
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1159,"Parbhani","IND","Maharashtra",190255
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1160,"Nagar Coil","IND","Tamil Nadu",190084
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1161,"Bijapur","IND","Karnataka",186939
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1162,"Kukatpalle","IND","Andhra Pradesh",185378
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1163,"Bally","IND","West Bengali",184474
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1164,"Bhilwara","IND","Rajasthan",183965
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1165,"Ratlam","IND","Madhya Pradesh",183375
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1166,"Avadi","IND","Tamil Nadu",183215
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1167,"Dindigul","IND","Tamil Nadu",182477
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1168,"Ahmadnagar","IND","Maharashtra",181339
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1169,"Bilaspur","IND","Chhatisgarh",179833
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1170,"Shimoga","IND","Karnataka",179258
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1171,"Kharagpur","IND","West Bengali",177989
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1172,"Mira Bhayandar","IND","Maharashtra",175372
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1173,"Vellore","IND","Tamil Nadu",175061
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1174,"Jalna","IND","Maharashtra",174985
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1175,"Burnpur","IND","West Bengali",174933
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1176,"Anantapur","IND","Andhra Pradesh",174924
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1177,"Allappuzha (Alleppey)","IND","Kerala",174666
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1178,"Tirupati","IND","Andhra Pradesh",174369
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1179,"Karnal","IND","Haryana",173751
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1180,"Burhanpur","IND","Madhya Pradesh",172710
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1181,"Hisar (Hissar)","IND","Haryana",172677
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1182,"Tiruvottiyur","IND","Tamil Nadu",172562
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1183,"Mirzapur-cum-Vindhyachal","IND","Uttar Pradesh",169336
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1184,"Secunderabad","IND","Andhra Pradesh",167461
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1185,"Nadiad","IND","Gujarat",167051
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1186,"Dewas","IND","Madhya Pradesh",164364
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1187,"Murwara (Katni)","IND","Madhya Pradesh",163431
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1188,"Ganganagar","IND","Rajasthan",161482
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1189,"Vizianagaram","IND","Andhra Pradesh",160359
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1190,"Erode","IND","Tamil Nadu",159232
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1191,"Machilipatnam (Masulipatam)","IND","Andhra Pradesh",159110
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1192,"Bhatinda (Bathinda)","IND","Punjab",159042
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1193,"Raichur","IND","Karnataka",157551
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1194,"Agartala","IND","Tripura",157358
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1195,"Arrah (Ara)","IND","Bihar",157082
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1196,"Satna","IND","Madhya Pradesh",156630
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1197,"Lalbahadur Nagar","IND","Andhra Pradesh",155500
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1198,"Aizawl","IND","Mizoram",155240
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1199,"Uluberia","IND","West Bengali",155172
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1200,"Katihar","IND","Bihar",154367
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1201,"Cuddalore","IND","Tamil Nadu",153086
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1202,"Hugli-Chinsurah","IND","West Bengali",151806
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1203,"Dhanbad","IND","Jharkhand",151789
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1204,"Raiganj","IND","West Bengali",151045
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1205,"Sambhal","IND","Uttar Pradesh",150869
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1206,"Durg","IND","Chhatisgarh",150645
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1207,"Munger (Monghyr)","IND","Bihar",150112
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1208,"Kanchipuram","IND","Tamil Nadu",150100
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1209,"North Dum Dum","IND","West Bengali",149965
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1210,"Karimnagar","IND","Andhra Pradesh",148583
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1211,"Bharatpur","IND","Rajasthan",148519
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1212,"Sikar","IND","Rajasthan",148272
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1213,"Hardwar (Haridwar)","IND","Uttaranchal",147305
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1214,"Dabgram","IND","West Bengali",147217
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1215,"Morena","IND","Madhya Pradesh",147124
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1216,"Noida","IND","Uttar Pradesh",146514
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1217,"Hapur","IND","Uttar Pradesh",146262
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1218,"Bhusawal","IND","Maharashtra",145143
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1219,"Khandwa","IND","Madhya Pradesh",145133
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1220,"Yamuna Nagar","IND","Haryana",144346
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1221,"Sonipat (Sonepat)","IND","Haryana",143922
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1222,"Tenali","IND","Andhra Pradesh",143726
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1223,"Raurkela Civil Township","IND","Orissa",140408
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1224,"Kollam (Quilon)","IND","Kerala",139852
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1225,"Kumbakonam","IND","Tamil Nadu",139483
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1226,"Ingraj Bazar (English Bazar)","IND","West Bengali",139204
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1227,"Timkur","IND","Karnataka",138903
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1228,"Amroha","IND","Uttar Pradesh",137061
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1229,"Serampore","IND","West Bengali",137028
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1230,"Chapra","IND","Bihar",136877
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1231,"Pali","IND","Rajasthan",136842
"IND","India","Asia","Southern and Central Asia",3287263.00,1947,1013662000,62.5,447114.00,430572.00,"Bharat/India","Federal Republic","Kocheril Raman Narayanan",1109,"IN",1232,"Maunath Bhanjan","IND","Uttar Pradesh",136697
